"","ind_id","Sex","Ethnicity","question","response","domain","domain2","domain3"
"376",262055233,"Female","bayaka","daily_activity","Partner","activity","daily_activity","daily_activity"
"377",262055276,"Female","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"378",262055180,"Female","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"379",262091684,"Female","bandongo","daily_activity","Together","activity","daily_activity","daily_activity"
"380",262055014,"Female","bandongo","daily_activity","Me","activity","daily_activity","daily_activity"
"381",262055027,"Female","bandongo","daily_activity","Me","activity","daily_activity","daily_activity"
"382",262055199,"Male","bayaka","daily_activity","Together","activity","daily_activity","daily_activity"
"383",262055198,"Male","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"384",262055171,"Female","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"385",262055215,"Female","bayaka","daily_activity","Partner","activity","daily_activity","daily_activity"
"386",262055195,"Male","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"387",262055010,"Female","bandongo","daily_activity","Me","activity","daily_activity","daily_activity"
"388",262055194,"Male","bayaka","daily_activity","Together","activity","daily_activity","daily_activity"
"389",262055026,"Female","bandongo","daily_activity","Me","activity","daily_activity","daily_activity"
"390",262055186,"Female","bayaka","daily_activity","Others","activity","daily_activity","daily_activity"
"391",262055270,"Female","bayaka","daily_activity","Together","activity","daily_activity","daily_activity"
"392",262055206,"Male","bayaka","daily_activity","Partner","activity","daily_activity","daily_activity"
"393",262091728,"Female","bandongo","daily_activity","Together","activity","daily_activity","daily_activity"
"394",262055036,"Female","bandongo","daily_activity","Partner","activity","daily_activity","daily_activity"
"395",262055196,"Male","bayaka","daily_activity","Together","activity","daily_activity","daily_activity"
"396",262054981,"Female","bandongo","daily_activity","Me","activity","daily_activity","daily_activity"
"397",262055265,"Female","bayaka","daily_activity","Partner","activity","daily_activity","daily_activity"
"398",262055238,"Female","bayaka","daily_activity","Partner","activity","daily_activity","daily_activity"
"399",262091614,"Female","bandongo","daily_activity","Me","activity","daily_activity","daily_activity"
"400",262055079,"Female","bandongo","daily_activity","Partner","activity","daily_activity","daily_activity"
"401",262055164,"Male","bayaka","daily_activity","Together","activity","daily_activity","daily_activity"
"402",262055191,"Female","bayaka","daily_activity","Partner","activity","daily_activity","daily_activity"
"403",262055184,"Female","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"404",262054986,"Male","bandongo","daily_activity","Me","activity","daily_activity","daily_activity"
"405",262055245,"Male","bayaka","daily_activity","Together","activity","daily_activity","daily_activity"
"406",262091607,"Female","bandongo","daily_activity","Together","activity","daily_activity","daily_activity"
"407",262055013,"Female","bandongo","daily_activity","Me","activity","daily_activity","daily_activity"
"408",262055273,"Female","bayaka","daily_activity","Partner","activity","daily_activity","daily_activity"
"409",262055204,"Female","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"410",262055190,"Male","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"411",262055029,"Female","bandongo","daily_activity","Together","activity","daily_activity","daily_activity"
"412",262091647,"Female","bandongo","daily_activity","Together","activity","daily_activity","daily_activity"
"413",262055176,"Male","bayaka","daily_activity","Partner","activity","daily_activity","daily_activity"
"414",262055181,"Male","bayaka","daily_activity","Together","activity","daily_activity","daily_activity"
"415",262091669,"Female","bandongo","daily_activity","Together","activity","daily_activity","daily_activity"
"416",262055275,"Female","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"417",262054998,"Female","bandongo","daily_activity","Together","activity","daily_activity","daily_activity"
"418",262055167,"Male","bayaka","daily_activity","Together","activity","daily_activity","daily_activity"
"419",262055202,"Male","bayaka","daily_activity","Partner","activity","daily_activity","daily_activity"
"420",262055205,"Male","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"421",262055253,"Male","bayaka","daily_subsistence","Together","activity","daily_activity","daily_subsistence"
"422",262055034,"Female","bandongo","daily_subsistence","Together","activity","daily_activity","daily_subsistence"
"423",262055231,"Female","bayaka","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"424",262055213,"Female","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"425",262055283,"Female","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"426",262055260,"Female","bayaka","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"427",262091545,"Female","bandongo","daily_subsistence","Together","activity","daily_activity","daily_subsistence"
"428",262055174,"Female","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"429",262055247,"Female","bayaka","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"430",262055170,"Male","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"431",262055280,"Female","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"432",262055084,"Female","bandongo","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"433",262055187,"Female","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"434",262054992,"Female","bandongo","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"435",262054988,"Female","bandongo","daily_subsistence","Others","activity","daily_activity","daily_subsistence"
"436",262055208,"Male","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"437",262055030,"Female","bandongo","daily_subsistence","Together","activity","daily_activity","daily_subsistence"
"438",262091598,"Female","bandongo","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"439",262055035,"Female","bandongo","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"440",262055203,"Female","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"441",262055006,"Female","bandongo","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"442",262091585,"Female","bandongo","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"443",262091636,"Female","bandongo","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"444",262055081,"Female","bandongo","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"445",262055210,"Male","bayaka","daily_subsistence","Together","activity","daily_activity","daily_subsistence"
"446",262055192,"Female","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"447",262055211,"Female","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"448",262091711,"Female","bandongo","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"449",262055066,"Female","bandongo","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"450",262091702,"Female","bandongo","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"451",262055165,"Male","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"452",262055212,"Male","bayaka","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"453",262055267,"Female","bayaka","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"454",262055177,"Male","bayaka","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"455",262055236,"Female","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"456",262055242,"Female","bayaka","daily_subsistence","Others","activity","daily_activity","daily_subsistence"
"457",262091525,"Female","bandongo","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"458",262055189,"Female","bayaka","daily_subsistence","Others","activity","daily_activity","daily_subsistence"
"459",262055263,"Female","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"460",262055201,"Female","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"461",262055209,"Female","bayaka","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"462",262054995,"Female","bandongo","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"463",262055250,"Female","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"464",262055188,"Female","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"465",262055197,"Female","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"466",262055058,"Female","bandongo","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"467",262055061,"Female","bandongo","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"468",262055064,"Female","bandongo","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"469",262055083,"Female","bandongo","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"470",262055001,"Female","bandongo","daily_subsistence","Together","activity","daily_activity","daily_subsistence"
"471",262055085,"Female","bandongo","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"472",262055225,"Male","bayaka","daily_subsistence","Together","activity","daily_activity","daily_subsistence"
"473",262055222,"Male","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"474",262055200,"Female","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"475",262055228,"Female","bayaka","daily_subsistence","Together","activity","daily_activity","daily_subsistence"
"476",262055207,"Female","bayaka","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"477",262055162,"Male","bayaka","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"478",262055023,"Female","bandongo","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"479",262055218,"Male","bayaka","daily_subsistence","Together","activity","daily_activity","daily_subsistence"
"480",262055020,"Female","bandongo","daily_subsistence","Together","activity","daily_activity","daily_subsistence"
"481",262055233,"Female","bayaka","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"482",262055276,"Female","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"483",262055180,"Female","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"484",262091684,"Female","bandongo","daily_subsistence","Together","activity","daily_activity","daily_subsistence"
"485",262055014,"Female","bandongo","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"486",262055027,"Female","bandongo","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"487",262055199,"Male","bayaka","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"488",262055198,"Male","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"489",262055171,"Female","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"490",262055215,"Female","bayaka","daily_subsistence","Together","activity","daily_activity","daily_subsistence"
"491",262055195,"Male","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"492",262055010,"Female","bandongo","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"493",262055194,"Male","bayaka","daily_subsistence","Together","activity","daily_activity","daily_subsistence"
"494",262055026,"Female","bandongo","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"495",262055186,"Female","bayaka","daily_subsistence","Others","activity","daily_activity","daily_subsistence"
"496",262055270,"Female","bayaka","daily_subsistence","Together","activity","daily_activity","daily_subsistence"
"497",262055206,"Male","bayaka","daily_subsistence","Together","activity","daily_activity","daily_subsistence"
"498",262091728,"Female","bandongo","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"499",262055036,"Female","bandongo","daily_subsistence","Together","activity","daily_activity","daily_subsistence"
"500",262055196,"Male","bayaka","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"501",262054981,"Female","bandongo","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"502",262055265,"Female","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"503",262055238,"Female","bayaka","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"504",262091614,"Female","bandongo","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"505",262055079,"Female","bandongo","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"506",262055164,"Male","bayaka","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"507",262055191,"Female","bayaka","daily_subsistence","Together","activity","daily_activity","daily_subsistence"
"508",262055184,"Female","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"509",262054986,"Male","bandongo","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"510",262055245,"Male","bayaka","daily_subsistence","Together","activity","daily_activity","daily_subsistence"
"511",262091607,"Female","bandongo","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"512",262055013,"Female","bandongo","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"513",262055273,"Female","bayaka","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"514",262055204,"Female","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"515",262055190,"Male","bayaka","daily_subsistence","Together","activity","daily_activity","daily_subsistence"
"516",262055029,"Female","bandongo","daily_subsistence","Together","activity","daily_activity","daily_subsistence"
"517",262091647,"Female","bandongo","daily_subsistence","Together","activity","daily_activity","daily_subsistence"
"518",262055176,"Male","bayaka","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"519",262055181,"Male","bayaka","daily_subsistence","Together","activity","daily_activity","daily_subsistence"
"520",262091669,"Female","bandongo","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"521",262055275,"Female","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"522",262054998,"Female","bandongo","daily_subsistence","Together","activity","daily_activity","daily_subsistence"
"523",262055167,"Male","bayaka","daily_subsistence","Together","activity","daily_activity","daily_subsistence"
"524",262055202,"Male","bayaka","daily_subsistence","Partner","activity","daily_activity","daily_subsistence"
"525",262055205,"Male","bayaka","daily_subsistence","Me","activity","daily_activity","daily_subsistence"
"526",262055253,"Male","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"527",262055034,"Female","bandongo","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"528",262055231,"Female","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"529",262055213,"Female","bayaka","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"530",262055283,"Female","bayaka","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"531",262055260,"Female","bayaka","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"532",262091545,"Female","bandongo","fishing_trips","Together","activity","longterm_activity","fishing_trips"
"533",262055174,"Female","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"534",262055247,"Female","bayaka","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"535",262055170,"Male","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"536",262055280,"Female","bayaka","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"537",262055084,"Female","bandongo","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"538",262055187,"Female","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"539",262054992,"Female","bandongo","fishing_trips","Together","activity","longterm_activity","fishing_trips"
"540",262054988,"Female","bandongo","fishing_trips","Others","activity","longterm_activity","fishing_trips"
"541",262055208,"Male","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"542",262055030,"Female","bandongo","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"543",262091598,"Female","bandongo","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"544",262055035,"Female","bandongo","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"545",262055203,"Female","bayaka","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"546",262055006,"Female","bandongo","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"547",262091585,"Female","bandongo","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"548",262091636,"Female","bandongo","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"549",262055081,"Female","bandongo","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"550",262055210,"Male","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"551",262055192,"Female","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"552",262055211,"Female","bayaka","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"553",262091711,"Female","bandongo","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"554",262055066,"Female","bandongo","fishing_trips","Together","activity","longterm_activity","fishing_trips"
"555",262091702,"Female","bandongo","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"556",262055165,"Male","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"557",262055212,"Male","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"558",262055267,"Female","bayaka","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"559",262055177,"Male","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"560",262055236,"Female","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"561",262055242,"Female","bayaka","fishing_trips","Others","activity","longterm_activity","fishing_trips"
"562",262091525,"Female","bandongo","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"563",262055189,"Female","bayaka","fishing_trips","Others","activity","longterm_activity","fishing_trips"
"564",262055263,"Female","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"565",262055201,"Female","bayaka","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"566",262055209,"Female","bayaka","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"567",262054995,"Female","bandongo","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"568",262055250,"Female","bayaka","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"569",262055188,"Female","bayaka","fishing_trips","Others","activity","longterm_activity","fishing_trips"
"570",262055197,"Female","bayaka","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"571",262055058,"Female","bandongo","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"572",262055061,"Female","bandongo","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"573",262055064,"Female","bandongo","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"574",262055083,"Female","bandongo","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"575",262055001,"Female","bandongo","fishing_trips","Together","activity","longterm_activity","fishing_trips"
"576",262055085,"Female","bandongo","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"577",262055225,"Male","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"578",262055222,"Male","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"579",262055200,"Female","bayaka","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"580",262055228,"Female","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"581",262055207,"Female","bayaka","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"582",262055162,"Male","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"583",262055023,"Female","bandongo","fishing_trips","Together","activity","longterm_activity","fishing_trips"
"584",262055218,"Male","bayaka","fishing_trips","Together","activity","longterm_activity","fishing_trips"
"585",262055020,"Female","bandongo","fishing_trips","Together","activity","longterm_activity","fishing_trips"
"586",262055233,"Female","bayaka","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"587",262055276,"Female","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"588",262055180,"Female","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"589",262091684,"Female","bandongo","fishing_trips","Together","activity","longterm_activity","fishing_trips"
"590",262055014,"Female","bandongo","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"591",262055027,"Female","bandongo","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"592",262055199,"Male","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"593",262055198,"Male","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"594",262055171,"Female","bayaka","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"595",262055215,"Female","bayaka","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"596",262055195,"Male","bayaka","fishing_trips","Others","activity","longterm_activity","fishing_trips"
"597",262055010,"Female","bandongo","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"598",262055194,"Male","bayaka","fishing_trips","Others","activity","longterm_activity","fishing_trips"
"599",262055026,"Female","bandongo","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"600",262055186,"Female","bayaka","fishing_trips","Others","activity","longterm_activity","fishing_trips"
"601",262055270,"Female","bayaka","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"602",262055206,"Male","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"603",262091728,"Female","bandongo","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"604",262055036,"Female","bandongo","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"605",262055196,"Male","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"606",262054981,"Female","bandongo","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"607",262055265,"Female","bayaka","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"608",262055238,"Female","bayaka","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"609",262091614,"Female","bandongo","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"610",262055079,"Female","bandongo","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"611",262055164,"Male","bayaka","fishing_trips","Together","activity","longterm_activity","fishing_trips"
"612",262055191,"Female","bayaka","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"613",262055184,"Female","bayaka","fishing_trips","Others","activity","longterm_activity","fishing_trips"
"614",262054986,"Male","bandongo","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"615",262055245,"Male","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"616",262091607,"Female","bandongo","fishing_trips","Together","activity","longterm_activity","fishing_trips"
"617",262055013,"Female","bandongo","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"618",262055273,"Female","bayaka","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"619",262055204,"Female","bayaka","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"620",262055190,"Male","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"621",262055029,"Female","bandongo","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"622",262091647,"Female","bandongo","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"623",262055176,"Male","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"624",262055181,"Male","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"625",262091669,"Female","bandongo","fishing_trips","Partner","activity","longterm_activity","fishing_trips"
"626",262055275,"Female","bayaka","fishing_trips","Others","activity","longterm_activity","fishing_trips"
"627",262054998,"Female","bandongo","fishing_trips","Together","activity","longterm_activity","fishing_trips"
"628",262055167,"Male","bayaka","fishing_trips","Together","activity","longterm_activity","fishing_trips"
"629",262055202,"Male","bayaka","fishing_trips","Me","activity","longterm_activity","fishing_trips"
"630",262055205,"Male","bayaka","fishing_trips","Others","activity","longterm_activity","fishing_trips"
"631",262055253,"Male","bayaka","hunting_trips","Me","activity","longterm_activity","hunting_trips"
"632",262055034,"Female","bandongo","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"633",262055231,"Female","bayaka","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"634",262055213,"Female","bayaka","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"635",262055283,"Female","bayaka","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"636",262055260,"Female","bayaka","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"637",262091545,"Female","bandongo","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"638",262055174,"Female","bayaka","hunting_trips","Others","activity","longterm_activity","hunting_trips"
"639",262055247,"Female","bayaka","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"640",262055170,"Male","bayaka","hunting_trips","Me","activity","longterm_activity","hunting_trips"
"641",262055280,"Female","bayaka","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"642",262055084,"Female","bandongo","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"643",262055187,"Female","bayaka","hunting_trips","Me","activity","longterm_activity","hunting_trips"
"644",262054992,"Female","bandongo","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"645",262054988,"Female","bandongo","hunting_trips","Others","activity","longterm_activity","hunting_trips"
"646",262055208,"Male","bayaka","hunting_trips","Me","activity","longterm_activity","hunting_trips"
"647",262055030,"Female","bandongo","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"648",262091598,"Female","bandongo","hunting_trips","Me","activity","longterm_activity","hunting_trips"
"649",262055035,"Female","bandongo","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"650",262055203,"Female","bayaka","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"651",262055006,"Female","bandongo","hunting_trips","Me","activity","longterm_activity","hunting_trips"
"652",262091585,"Female","bandongo","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"653",262091636,"Female","bandongo","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"654",262055081,"Female","bandongo","hunting_trips","Me","activity","longterm_activity","hunting_trips"
"655",262055210,"Male","bayaka","hunting_trips","Me","activity","longterm_activity","hunting_trips"
"656",262055192,"Female","bayaka","hunting_trips","Me","activity","longterm_activity","hunting_trips"
"657",262055211,"Female","bayaka","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"658",262091711,"Female","bandongo","hunting_trips","Me","activity","longterm_activity","hunting_trips"
"659",262055066,"Female","bandongo","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"660",262091702,"Female","bandongo","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"661",262055165,"Male","bayaka","hunting_trips","Me","activity","longterm_activity","hunting_trips"
"662",262055212,"Male","bayaka","hunting_trips","Me","activity","longterm_activity","hunting_trips"
"663",262055267,"Female","bayaka","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"664",262055177,"Male","bayaka","hunting_trips","Me","activity","longterm_activity","hunting_trips"
"665",262055236,"Female","bayaka","hunting_trips","Others","activity","longterm_activity","hunting_trips"
"666",262055242,"Female","bayaka","hunting_trips","Others","activity","longterm_activity","hunting_trips"
"667",262091525,"Female","bandongo","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"668",262055189,"Female","bayaka","hunting_trips","Others","activity","longterm_activity","hunting_trips"
"669",262055263,"Female","bayaka","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"670",262055201,"Female","bayaka","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"671",262055209,"Female","bayaka","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"672",262054995,"Female","bandongo","hunting_trips","Me","activity","longterm_activity","hunting_trips"
"673",262055250,"Female","bayaka","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"674",262055188,"Female","bayaka","hunting_trips","Others","activity","longterm_activity","hunting_trips"
"675",262055197,"Female","bayaka","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"676",262055058,"Female","bandongo","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"677",262055061,"Female","bandongo","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"678",262055064,"Female","bandongo","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"679",262055083,"Female","bandongo","hunting_trips","Me","activity","longterm_activity","hunting_trips"
"680",262055001,"Female","bandongo","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"681",262055085,"Female","bandongo","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"682",262055225,"Male","bayaka","hunting_trips","Me","activity","longterm_activity","hunting_trips"
"683",262055222,"Male","bayaka","hunting_trips","Me","activity","longterm_activity","hunting_trips"
"684",262055200,"Female","bayaka","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"685",262055228,"Female","bayaka","hunting_trips","Me","activity","longterm_activity","hunting_trips"
"686",262055207,"Female","bayaka","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"687",262055162,"Male","bayaka","hunting_trips","Me","activity","longterm_activity","hunting_trips"
"688",262055023,"Female","bandongo","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
"689",262055218,"Male","bayaka","hunting_trips","Me","activity","longterm_activity","hunting_trips"
"690",262055020,"Female","bandongo","hunting_trips","Partner","activity","longterm_activity","hunting_trips"
