"ind_id","Sex","Ethnicity","question","response","domain2","age"
262055020,"Female","bandongo","daily_subsistence","Together","daily_activity","b"
262055233,"Female","bayaka","daily_subsistence","Partner","daily_activity","b"
262055276,"Female","bayaka","daily_subsistence","Me","daily_activity","d"
262055180,"Female","bayaka","daily_subsistence","Me","daily_activity","c"
262091684,"Female","bandongo","daily_subsistence","Together","daily_activity","b"
262055014,"Female","bandongo","daily_subsistence","Partner","daily_activity","c"
262055027,"Female","bandongo","daily_subsistence","Me","daily_activity","b"
262055199,"Male","bayaka","daily_subsistence","Partner","daily_activity","a"
262055198,"Male","bayaka","daily_subsistence","Me","daily_activity","a"
262055171,"Female","bayaka","daily_subsistence","Me","daily_activity","c"
262055215,"Female","bayaka","daily_subsistence","Together","daily_activity","d"
262055195,"Male","bayaka","daily_subsistence","Me","daily_activity","a"
262055010,"Female","bandongo","daily_subsistence","Partner","daily_activity","b"
262055194,"Male","bayaka","daily_subsistence","Together","daily_activity","a"
262055026,"Female","bandongo","daily_subsistence","Partner","daily_activity","a"
262055186,"Female","bayaka","daily_subsistence","Others","daily_activity","a"
262055270,"Female","bayaka","daily_subsistence","Together","daily_activity","c"
262055206,"Male","bayaka","daily_subsistence","Together","daily_activity","d"
262091728,"Female","bandongo","daily_subsistence","Partner","daily_activity","a"
262055036,"Female","bandongo","daily_subsistence","Together","daily_activity","b"
262055196,"Male","bayaka","daily_subsistence","Partner","daily_activity","b"
262054981,"Female","bandongo","daily_subsistence","Partner","daily_activity","d"
262055265,"Female","bayaka","daily_subsistence","Me","daily_activity","b"
262055238,"Female","bayaka","daily_subsistence","Partner","daily_activity","a"
262091614,"Female","bandongo","daily_subsistence","Partner","daily_activity","c"
262055079,"Female","bandongo","daily_subsistence","Me","daily_activity","b"
262055164,"Male","bayaka","daily_subsistence","Partner","daily_activity","b"
262055191,"Female","bayaka","daily_subsistence","Together","daily_activity","a"
262055184,"Female","bayaka","daily_subsistence","Me","daily_activity","a"
262054986,"Male","bandongo","daily_subsistence","Me","daily_activity","b"
262055245,"Male","bayaka","daily_subsistence","Together","daily_activity","b"
262091607,"Female","bandongo","daily_subsistence","Partner","daily_activity","c"
262055013,"Female","bandongo","daily_subsistence","Partner","daily_activity","b"
262055273,"Female","bayaka","daily_subsistence","Partner","daily_activity","a"
262055204,"Female","bayaka","daily_subsistence","Me","daily_activity","b"
262055190,"Male","bayaka","daily_subsistence","Together","daily_activity","b"
262055029,"Female","bandongo","daily_subsistence","Together","daily_activity","b"
262091647,"Female","bandongo","daily_subsistence","Together","daily_activity","c"
262055176,"Male","bayaka","daily_subsistence","Partner","daily_activity","b"
262055181,"Male","bayaka","daily_subsistence","Together","daily_activity","b"
262091669,"Female","bandongo","daily_subsistence","Me","daily_activity","b"
262055275,"Female","bayaka","daily_subsistence","Me","daily_activity","b"
262054998,"Female","bandongo","daily_subsistence","Together","daily_activity","c"
262055167,"Male","bayaka","daily_subsistence","Together","daily_activity","a"
262055202,"Male","bayaka","daily_subsistence","Partner","daily_activity","b"
262055205,"Male","bayaka","daily_subsistence","Me","daily_activity","b"
262055253,"Male","bayaka","fishing_trips","Me","longterm_activity","b"
262055034,"Female","bandongo","fishing_trips","Partner","longterm_activity","b"
262055231,"Female","bayaka","fishing_trips","Me","longterm_activity","a"
262055213,"Female","bayaka","fishing_trips","Partner","longterm_activity","a"
262055283,"Female","bayaka","fishing_trips","Partner","longterm_activity","b"
262055260,"Female","bayaka","fishing_trips","Partner","longterm_activity","d"
262091545,"Female","bandongo","fishing_trips","Together","longterm_activity","b"
262055174,"Female","bayaka","fishing_trips","Me","longterm_activity","d"
262055247,"Female","bayaka","fishing_trips","Partner","longterm_activity","b"
262055170,"Male","bayaka","fishing_trips","Me","longterm_activity","d"
262055280,"Female","bayaka","fishing_trips","Partner","longterm_activity","c"
262055084,"Female","bandongo","fishing_trips","Partner","longterm_activity","a"
262055187,"Female","bayaka","fishing_trips","Me","longterm_activity","c"
262054992,"Female","bandongo","fishing_trips","Together","longterm_activity","a"
262054988,"Female","bandongo","fishing_trips","Others","longterm_activity","a"
262055208,"Male","bayaka","fishing_trips","Me","longterm_activity","b"
262055030,"Female","bandongo","fishing_trips","Partner","longterm_activity","a"
262091598,"Female","bandongo","fishing_trips","Me","longterm_activity","b"
262055035,"Female","bandongo","fishing_trips","Partner","longterm_activity","b"
262055203,"Female","bayaka","fishing_trips","Partner","longterm_activity","b"
262055006,"Female","bandongo","fishing_trips","Partner","longterm_activity","a"
262091585,"Female","bandongo","fishing_trips","Partner","longterm_activity","b"
262091636,"Female","bandongo","fishing_trips","Partner","longterm_activity","b"
262055081,"Female","bandongo","fishing_trips","Partner","longterm_activity","b"
262055210,"Male","bayaka","fishing_trips","Me","longterm_activity","a"
262055192,"Female","bayaka","fishing_trips","Me","longterm_activity","b"
262055211,"Female","bayaka","fishing_trips","Partner","longterm_activity","a"
262091711,"Female","bandongo","fishing_trips","Me","longterm_activity","b"
262055066,"Female","bandongo","fishing_trips","Together","longterm_activity","d"
262091702,"Female","bandongo","fishing_trips","Me","longterm_activity","b"
262055165,"Male","bayaka","fishing_trips","Me","longterm_activity","d"
262055212,"Male","bayaka","fishing_trips","Me","longterm_activity","b"
262055267,"Female","bayaka","fishing_trips","Partner","longterm_activity","a"
262055177,"Male","bayaka","fishing_trips","Me","longterm_activity","b"
262055236,"Female","bayaka","fishing_trips","Me","longterm_activity","c"
262055242,"Female","bayaka","fishing_trips","Others","longterm_activity","a"
262091525,"Female","bandongo","fishing_trips","Partner","longterm_activity","a"
262055189,"Female","bayaka","fishing_trips","Others","longterm_activity","b"
262055263,"Female","bayaka","fishing_trips","Me","longterm_activity","c"
262055201,"Female","bayaka","fishing_trips","Partner","longterm_activity","a"
262055209,"Female","bayaka","fishing_trips","Partner","longterm_activity","c"
262054995,"Female","bandongo","fishing_trips","Me","longterm_activity","a"
262055250,"Female","bayaka","fishing_trips","Partner","longterm_activity","b"
262055188,"Female","bayaka","fishing_trips","Others","longterm_activity","c"
262055197,"Female","bayaka","fishing_trips","Partner","longterm_activity","b"
262055058,"Female","bandongo","fishing_trips","Me","longterm_activity","c"
262055061,"Female","bandongo","fishing_trips","Partner","longterm_activity","a"
262055064,"Female","bandongo","fishing_trips","Me","longterm_activity","b"
262055083,"Female","bandongo","fishing_trips","Me","longterm_activity","d"
262055001,"Female","bandongo","fishing_trips","Together","longterm_activity","a"
262055085,"Female","bandongo","fishing_trips","Me","longterm_activity","a"
262055225,"Male","bayaka","fishing_trips","Me","longterm_activity","c"
262055222,"Male","bayaka","fishing_trips","Me","longterm_activity","a"
262055200,"Female","bayaka","fishing_trips","Partner","longterm_activity","a"
262055228,"Female","bayaka","fishing_trips","Me","longterm_activity","b"
262055207,"Female","bayaka","fishing_trips","Partner","longterm_activity","c"
262055162,"Male","bayaka","fishing_trips","Me","longterm_activity","a"
262055023,"Female","bandongo","fishing_trips","Together","longterm_activity","b"
262055218,"Male","bayaka","fishing_trips","Together","longterm_activity","b"
262055020,"Female","bandongo","fishing_trips","Together","longterm_activity","b"
262055233,"Female","bayaka","fishing_trips","Partner","longterm_activity","b"
262055276,"Female","bayaka","fishing_trips","Me","longterm_activity","d"
262055180,"Female","bayaka","fishing_trips","Me","longterm_activity","c"
262091684,"Female","bandongo","fishing_trips","Together","longterm_activity","b"
262055014,"Female","bandongo","fishing_trips","Partner","longterm_activity","c"
262055027,"Female","bandongo","fishing_trips","Partner","longterm_activity","b"
262055199,"Male","bayaka","fishing_trips","Me","longterm_activity","a"
262055198,"Male","bayaka","fishing_trips","Me","longterm_activity","a"
262055171,"Female","bayaka","fishing_trips","Partner","longterm_activity","c"
262055215,"Female","bayaka","fishing_trips","Partner","longterm_activity","d"
262055195,"Male","bayaka","fishing_trips","Others","longterm_activity","a"
262055010,"Female","bandongo","fishing_trips","Partner","longterm_activity","b"
262055194,"Male","bayaka","fishing_trips","Others","longterm_activity","a"
262055026,"Female","bandongo","fishing_trips","Partner","longterm_activity","a"
262055186,"Female","bayaka","fishing_trips","Others","longterm_activity","a"
262055270,"Female","bayaka","fishing_trips","Partner","longterm_activity","c"
262055206,"Male","bayaka","fishing_trips","Me","longterm_activity","d"
262091728,"Female","bandongo","fishing_trips","Me","longterm_activity","a"
262055036,"Female","bandongo","fishing_trips","Partner","longterm_activity","b"
262055196,"Male","bayaka","fishing_trips","Me","longterm_activity","b"
262054981,"Female","bandongo","fishing_trips","Partner","longterm_activity","d"
262055265,"Female","bayaka","fishing_trips","Partner","longterm_activity","b"
262055238,"Female","bayaka","fishing_trips","Partner","longterm_activity","a"
262091614,"Female","bandongo","fishing_trips","Partner","longterm_activity","c"
262055079,"Female","bandongo","fishing_trips","Partner","longterm_activity","b"
262055164,"Male","bayaka","fishing_trips","Together","longterm_activity","b"
262055191,"Female","bayaka","fishing_trips","Partner","longterm_activity","a"
262055184,"Female","bayaka","fishing_trips","Others","longterm_activity","a"
262054986,"Male","bandongo","fishing_trips","Me","longterm_activity","b"
262055245,"Male","bayaka","fishing_trips","Me","longterm_activity","b"
262091607,"Female","bandongo","fishing_trips","Together","longterm_activity","c"
262055013,"Female","bandongo","fishing_trips","Partner","longterm_activity","b"
262055273,"Female","bayaka","fishing_trips","Partner","longterm_activity","a"
262055204,"Female","bayaka","fishing_trips","Partner","longterm_activity","b"
262055190,"Male","bayaka","fishing_trips","Me","longterm_activity","b"
262055029,"Female","bandongo","fishing_trips","Partner","longterm_activity","b"
262091647,"Female","bandongo","fishing_trips","Me","longterm_activity","c"
262055176,"Male","bayaka","fishing_trips","Me","longterm_activity","b"
262055181,"Male","bayaka","fishing_trips","Me","longterm_activity","b"
262091669,"Female","bandongo","fishing_trips","Partner","longterm_activity","b"
262055275,"Female","bayaka","fishing_trips","Others","longterm_activity","b"
262054998,"Female","bandongo","fishing_trips","Together","longterm_activity","c"
262055167,"Male","bayaka","fishing_trips","Together","longterm_activity","a"
262055202,"Male","bayaka","fishing_trips","Me","longterm_activity","b"
262055205,"Male","bayaka","fishing_trips","Others","longterm_activity","b"
262055253,"Male","bayaka","hunting_trips","Me","longterm_activity","b"
262055034,"Female","bandongo","hunting_trips","Partner","longterm_activity","b"
262055231,"Female","bayaka","hunting_trips","Partner","longterm_activity","a"
262055213,"Female","bayaka","hunting_trips","Partner","longterm_activity","a"
262055283,"Female","bayaka","hunting_trips","Partner","longterm_activity","b"
262055260,"Female","bayaka","hunting_trips","Partner","longterm_activity","d"
262091545,"Female","bandongo","hunting_trips","Partner","longterm_activity","b"
262055174,"Female","bayaka","hunting_trips","Others","longterm_activity","d"
262055247,"Female","bayaka","hunting_trips","Partner","longterm_activity","b"
262055170,"Male","bayaka","hunting_trips","Me","longterm_activity","d"
262055280,"Female","bayaka","hunting_trips","Partner","longterm_activity","c"
262055084,"Female","bandongo","hunting_trips","Partner","longterm_activity","a"
262055187,"Female","bayaka","hunting_trips","Me","longterm_activity","c"
262054992,"Female","bandongo","hunting_trips","Partner","longterm_activity","a"
262054988,"Female","bandongo","hunting_trips","Others","longterm_activity","a"
262055208,"Male","bayaka","hunting_trips","Me","longterm_activity","b"
262055030,"Female","bandongo","hunting_trips","Partner","longterm_activity","a"
262091598,"Female","bandongo","hunting_trips","Me","longterm_activity","b"
262055035,"Female","bandongo","hunting_trips","Partner","longterm_activity","b"
262055203,"Female","bayaka","hunting_trips","Partner","longterm_activity","b"
262055006,"Female","bandongo","hunting_trips","Me","longterm_activity","a"
262091585,"Female","bandongo","hunting_trips","Partner","longterm_activity","b"
262091636,"Female","bandongo","hunting_trips","Partner","longterm_activity","b"
262055081,"Female","bandongo","hunting_trips","Me","longterm_activity","b"
262055210,"Male","bayaka","hunting_trips","Me","longterm_activity","a"
262055192,"Female","bayaka","hunting_trips","Me","longterm_activity","b"
262055211,"Female","bayaka","hunting_trips","Partner","longterm_activity","a"
262091711,"Female","bandongo","hunting_trips","Me","longterm_activity","b"
262055066,"Female","bandongo","hunting_trips","Partner","longterm_activity","d"
262091702,"Female","bandongo","hunting_trips","Partner","longterm_activity","b"
262055165,"Male","bayaka","hunting_trips","Me","longterm_activity","d"
262055212,"Male","bayaka","hunting_trips","Me","longterm_activity","b"
262055267,"Female","bayaka","hunting_trips","Partner","longterm_activity","a"
262055177,"Male","bayaka","hunting_trips","Me","longterm_activity","b"
262055236,"Female","bayaka","hunting_trips","Others","longterm_activity","c"
262055242,"Female","bayaka","hunting_trips","Others","longterm_activity","a"
262091525,"Female","bandongo","hunting_trips","Partner","longterm_activity","a"
262055189,"Female","bayaka","hunting_trips","Others","longterm_activity","b"
262055263,"Female","bayaka","hunting_trips","Partner","longterm_activity","c"
262055201,"Female","bayaka","hunting_trips","Partner","longterm_activity","a"
262055209,"Female","bayaka","hunting_trips","Partner","longterm_activity","c"
262054995,"Female","bandongo","hunting_trips","Me","longterm_activity","a"
262055250,"Female","bayaka","hunting_trips","Partner","longterm_activity","b"
262055188,"Female","bayaka","hunting_trips","Others","longterm_activity","c"
262055197,"Female","bayaka","hunting_trips","Partner","longterm_activity","b"
262055058,"Female","bandongo","hunting_trips","Partner","longterm_activity","c"
262055061,"Female","bandongo","hunting_trips","Partner","longterm_activity","a"
262055064,"Female","bandongo","hunting_trips","Partner","longterm_activity","b"
262055083,"Female","bandongo","hunting_trips","Me","longterm_activity","d"
262055001,"Female","bandongo","hunting_trips","Partner","longterm_activity","a"
262055085,"Female","bandongo","hunting_trips","Partner","longterm_activity","a"
262055225,"Male","bayaka","hunting_trips","Me","longterm_activity","c"
262055222,"Male","bayaka","hunting_trips","Me","longterm_activity","a"
262055200,"Female","bayaka","hunting_trips","Partner","longterm_activity","a"
262055228,"Female","bayaka","hunting_trips","Me","longterm_activity","b"
262055207,"Female","bayaka","hunting_trips","Partner","longterm_activity","c"
262055162,"Male","bayaka","hunting_trips","Me","longterm_activity","a"
262055023,"Female","bandongo","hunting_trips","Partner","longterm_activity","b"
262055218,"Male","bayaka","hunting_trips","Me","longterm_activity","b"
262055020,"Female","bandongo","hunting_trips","Partner","longterm_activity","b"
262055233,"Female","bayaka","hunting_trips","Partner","longterm_activity","b"
262055276,"Female","bayaka","hunting_trips","Partner","longterm_activity","d"
262055180,"Female","bayaka","hunting_trips","Me","longterm_activity","c"
262091684,"Female","bandongo","hunting_trips","Together","longterm_activity","b"
262055014,"Female","bandongo","hunting_trips","Partner","longterm_activity","c"
262055027,"Female","bandongo","hunting_trips","Partner","longterm_activity","b"
262055199,"Male","bayaka","hunting_trips","Me","longterm_activity","a"
262055198,"Male","bayaka","hunting_trips","Me","longterm_activity","a"
262055171,"Female","bayaka","hunting_trips","Me","longterm_activity","c"
262055215,"Female","bayaka","hunting_trips","Partner","longterm_activity","d"
262055195,"Male","bayaka","hunting_trips","Me","longterm_activity","a"
262055010,"Female","bandongo","hunting_trips","Partner","longterm_activity","b"
262055194,"Male","bayaka","hunting_trips","Me","longterm_activity","a"
262055026,"Female","bandongo","hunting_trips","Partner","longterm_activity","a"
262055186,"Female","bayaka","hunting_trips","Others","longterm_activity","a"
262055270,"Female","bayaka","hunting_trips","Partner","longterm_activity","c"
262055206,"Male","bayaka","hunting_trips","Me","longterm_activity","d"
262091728,"Female","bandongo","hunting_trips","Partner","longterm_activity","a"
262055036,"Female","bandongo","hunting_trips","Partner","longterm_activity","b"
262055196,"Male","bayaka","hunting_trips","Me","longterm_activity","b"
262054981,"Female","bandongo","hunting_trips","Partner","longterm_activity","d"
262055265,"Female","bayaka","hunting_trips","Partner","longterm_activity","b"
262055238,"Female","bayaka","hunting_trips","Me","longterm_activity","a"
262091614,"Female","bandongo","hunting_trips","Me","longterm_activity","c"
262055079,"Female","bandongo","hunting_trips","Partner","longterm_activity","b"
262055164,"Male","bayaka","hunting_trips","Together","longterm_activity","b"
262055191,"Female","bayaka","hunting_trips","Partner","longterm_activity","a"
262055184,"Female","bayaka","hunting_trips","Others","longterm_activity","a"
262054986,"Male","bandongo","hunting_trips","Me","longterm_activity","b"
262055245,"Male","bayaka","hunting_trips","Me","longterm_activity","b"
262091607,"Female","bandongo","hunting_trips","Partner","longterm_activity","c"
262055013,"Female","bandongo","hunting_trips","Partner","longterm_activity","b"
262055273,"Female","bayaka","hunting_trips","Partner","longterm_activity","a"
262055204,"Female","bayaka","hunting_trips","Partner","longterm_activity","b"
262055190,"Male","bayaka","hunting_trips","Me","longterm_activity","b"
262055029,"Female","bandongo","hunting_trips","Partner","longterm_activity","b"
262091647,"Female","bandongo","hunting_trips","Partner","longterm_activity","c"
262055176,"Male","bayaka","hunting_trips","Me","longterm_activity","b"
262055181,"Male","bayaka","hunting_trips","Together","longterm_activity","b"
262091669,"Female","bandongo","hunting_trips","Me","longterm_activity","b"
262055275,"Female","bayaka","hunting_trips","Others","longterm_activity","b"
262054998,"Female","bandongo","hunting_trips","Together","longterm_activity","c"
262055167,"Male","bayaka","hunting_trips","Together","longterm_activity","a"
262055202,"Male","bayaka","hunting_trips","Me","longterm_activity","b"
262055205,"Male","bayaka","hunting_trips","Me","longterm_activity","b"
262055253,"Male","bayaka","child_health","Partner","health","b"
262055034,"Female","bandongo","child_health","Together","health","b"
262055231,"Female","bayaka","child_health","Me","health","a"
262055213,"Female","bayaka","child_health","Me","health","a"
262055283,"Female","bayaka","child_health","Me","health","b"
262055260,"Female","bayaka","child_health","Me","health","d"
262091545,"Female","bandongo","child_health","Together","health","b"
262055174,"Female","bayaka","child_health","Me","health","d"
262055247,"Female","bayaka","child_health","Me","health","b"
262055170,"Male","bayaka","child_health","Partner","health","d"
262055280,"Female","bayaka","child_health","Me","health","c"
262055084,"Female","bandongo","child_health","Partner","health","a"
262055187,"Female","bayaka","child_health","Me","health","c"
262054992,"Female","bandongo","child_health","Me","health","a"
262054988,"Female","bandongo","child_health","Me","health","a"
262055208,"Male","bayaka","child_health","Partner","health","b"
262055030,"Female","bandongo","child_health","Together","health","a"
262091598,"Female","bandongo","child_health","Partner","health","b"
262055035,"Female","bandongo","child_health","Me","health","b"
262055203,"Female","bayaka","child_health","Me","health","b"
262055006,"Female","bandongo","child_health","Partner","health","a"
262091585,"Female","bandongo","child_health","Me","health","b"
262091636,"Female","bandongo","child_health","Together","health","b"
262055081,"Female","bandongo","child_health","Together","health","b"
262055192,"Female","bayaka","child_health","Me","health","b"
262055211,"Female","bayaka","child_health","Me","health","a"
262091711,"Female","bandongo","child_health","Me","health","b"
262055066,"Female","bandongo","child_health","Together","health","d"
262091702,"Female","bandongo","child_health","Together","health","b"
262055165,"Male","bayaka","child_health","Partner","health","d"
262055212,"Male","bayaka","child_health","Partner","health","b"
262055267,"Female","bayaka","child_health","Me","health","a"
262055177,"Male","bayaka","child_health","Partner","health","b"
262055236,"Female","bayaka","child_health","Me","health","c"
262055242,"Female","bayaka","child_health","Others","health","a"
262091525,"Female","bandongo","child_health","Me","health","a"
262055263,"Female","bayaka","child_health","Me","health","c"
262055201,"Female","bayaka","child_health","Me","health","a"
262055209,"Female","bayaka","child_health","Me","health","c"
262054995,"Female","bandongo","child_health","Me","health","a"
262055250,"Female","bayaka","child_health","Partner","health","b"
262055197,"Female","bayaka","child_health","Me","health","b"
262055058,"Female","bandongo","child_health","Me","health","c"
262055061,"Female","bandongo","child_health","Together","health","a"
262055064,"Female","bandongo","child_health","Me","health","b"
262055083,"Female","bandongo","child_health","Me","health","d"
262055001,"Female","bandongo","child_health","Together","health","a"
262055085,"Female","bandongo","child_health","Together","health","a"
262055225,"Male","bayaka","child_health","Partner","health","c"
262055222,"Male","bayaka","child_health","Me","health","a"
262055200,"Female","bayaka","child_health","Me","health","a"
262055228,"Female","bayaka","child_health","Me","health","b"
262055207,"Female","bayaka","child_health","Me","health","c"
262055162,"Male","bayaka","child_health","Partner","health","a"
262055023,"Female","bandongo","child_health","Together","health","b"
262055218,"Male","bayaka","child_health","Me","health","b"
262055020,"Female","bandongo","child_health","Together","health","b"
262055233,"Female","bayaka","child_health","Me","health","b"
262055276,"Female","bayaka","child_health","Me","health","d"
262055180,"Female","bayaka","child_health","Me","health","c"
262091684,"Female","bandongo","child_health","Together","health","b"
262055014,"Female","bandongo","child_health","Me","health","c"
262055027,"Female","bandongo","child_health","Partner","health","b"
262055199,"Male","bayaka","child_health","Partner","health","a"
262055198,"Male","bayaka","child_health","Me","health","a"
262055171,"Female","bayaka","child_health","Partner","health","c"
262055215,"Female","bayaka","child_health","Me","health","d"
262055195,"Male","bayaka","child_health","Together","health","a"
262055010,"Female","bandongo","child_health","Together","health","b"
262055026,"Female","bandongo","child_health","Me","health","a"
262055186,"Female","bayaka","child_health","Others","health","a"
262055270,"Female","bayaka","child_health","Me","health","c"
262055206,"Male","bayaka","child_health","Partner","health","d"
262091728,"Female","bandongo","child_health","Me","health","a"
262055036,"Female","bandongo","child_health","Partner","health","b"
262055196,"Male","bayaka","child_health","Partner","health","b"
262054981,"Female","bandongo","child_health","Partner","health","d"
262055265,"Female","bayaka","child_health","Me","health","b"
262055238,"Female","bayaka","child_health","Me","health","a"
262091614,"Female","bandongo","child_health","Partner","health","c"
262055079,"Female","bandongo","child_health","Me","health","b"
262055164,"Male","bayaka","child_health","Together","health","b"
262055191,"Female","bayaka","child_health","Together","health","a"
262055184,"Female","bayaka","child_health","Me","health","a"
262054986,"Male","bandongo","child_health","Partner","health","b"
262055245,"Male","bayaka","child_health","Partner","health","b"
262091607,"Female","bandongo","child_health","Me","health","c"
262055013,"Female","bandongo","child_health","Partner","health","b"
262055273,"Female","bayaka","child_health","Me","health","a"
262055204,"Female","bayaka","child_health","Me","health","b"
262055190,"Male","bayaka","child_health","Me","health","b"
262055029,"Female","bandongo","child_health","Together","health","b"
262091647,"Female","bandongo","child_health","Together","health","c"
262055176,"Male","bayaka","child_health","Partner","health","b"
262055181,"Male","bayaka","child_health","Partner","health","b"
262091669,"Female","bandongo","child_health","Together","health","b"
262055275,"Female","bayaka","child_health","Me","health","b"
262054998,"Female","bandongo","child_health","Together","health","c"
262055167,"Male","bayaka","child_health","Together","health","a"
262055202,"Male","bayaka","child_health","Partner","health","b"
262055205,"Male","bayaka","child_health","Others","health","b"
262055253,"Male","bayaka","own_health","Partner","health","b"
262055034,"Female","bandongo","own_health","Me","health","b"
262055231,"Female","bayaka","own_health","Me","health","a"
262055213,"Female","bayaka","own_health","Partner","health","a"
262055283,"Female","bayaka","own_health","Me","health","b"
262055260,"Female","bayaka","own_health","Me","health","d"
262091545,"Female","bandongo","own_health","Partner","health","b"
262055174,"Female","bayaka","own_health","Me","health","d"
262055247,"Female","bayaka","own_health","Me","health","b"
262055170,"Male","bayaka","own_health","Partner","health","d"
262055280,"Female","bayaka","own_health","Me","health","c"
262055084,"Female","bandongo","own_health","Partner","health","a"
262055187,"Female","bayaka","own_health","Me","health","c"
262054992,"Female","bandongo","own_health","Partner","health","a"
262054988,"Female","bandongo","own_health","Others","health","a"
262055208,"Male","bayaka","own_health","Partner","health","b"
262055030,"Female","bandongo","own_health","Partner","health","a"
262091598,"Female","bandongo","own_health","Partner","health","b"
262055035,"Female","bandongo","own_health","Partner","health","b"
262055203,"Female","bayaka","own_health","Partner","health","b"
262055006,"Female","bandongo","own_health","Partner","health","a"
262091585,"Female","bandongo","own_health","Me","health","b"
262091636,"Female","bandongo","own_health","Partner","health","b"
262055081,"Female","bandongo","own_health","Together","health","b"
262055210,"Male","bayaka","own_health","Partner","health","a"
262055192,"Female","bayaka","own_health","Me","health","b"
262055211,"Female","bayaka","own_health","Me","health","a"
262091711,"Female","bandongo","own_health","Me","health","b"
262055066,"Female","bandongo","own_health","Me","health","d"
262091702,"Female","bandongo","own_health","Partner","health","b"
262055165,"Male","bayaka","own_health","Partner","health","d"
262055212,"Male","bayaka","own_health","Partner","health","b"
262055267,"Female","bayaka","own_health","Me","health","a"
262055177,"Male","bayaka","own_health","Me","health","b"
262055236,"Female","bayaka","own_health","Me","health","c"
262055242,"Female","bayaka","own_health","Others","health","a"
262091525,"Female","bandongo","own_health","Me","health","a"
262055189,"Female","bayaka","own_health","Others","health","b"
262055263,"Female","bayaka","own_health","Me","health","c"
262055201,"Female","bayaka","own_health","Me","health","a"
262055209,"Female","bayaka","own_health","Me","health","c"
262054995,"Female","bandongo","own_health","Together","health","a"
262055250,"Female","bayaka","own_health","Partner","health","b"
262055188,"Female","bayaka","own_health","Others","health","c"
262055197,"Female","bayaka","own_health","Partner","health","b"
262055058,"Female","bandongo","own_health","Me","health","c"
262055061,"Female","bandongo","own_health","Me","health","a"
262055064,"Female","bandongo","own_health","Together","health","b"
262055083,"Female","bandongo","own_health","Me","health","d"
262055001,"Female","bandongo","own_health","Partner","health","a"
262055085,"Female","bandongo","own_health","Partner","health","a"
262055225,"Male","bayaka","own_health","Partner","health","c"
262055222,"Male","bayaka","own_health","Me","health","a"
262055200,"Female","bayaka","own_health","Together","health","a"
262055228,"Female","bayaka","own_health","Me","health","b"
262055207,"Female","bayaka","own_health","Me","health","c"
262055162,"Male","bayaka","own_health","Partner","health","a"
262055023,"Female","bandongo","own_health","Together","health","b"
262055218,"Male","bayaka","own_health","Partner","health","b"
262055020,"Female","bandongo","own_health","Partner","health","b"
262055233,"Female","bayaka","own_health","Me","health","b"
262055276,"Female","bayaka","own_health","Me","health","d"
262055180,"Female","bayaka","own_health","Me","health","c"
262091684,"Female","bandongo","own_health","Partner","health","b"
262055014,"Female","bandongo","own_health","Partner","health","c"
262055027,"Female","bandongo","own_health","Me","health","b"
262055199,"Male","bayaka","own_health","Me","health","a"
262055198,"Male","bayaka","own_health","Me","health","a"
262055171,"Female","bayaka","own_health","Partner","health","c"
262055215,"Female","bayaka","own_health","Me","health","d"
262055195,"Male","bayaka","own_health","Others","health","a"
262055010,"Female","bandongo","own_health","Partner","health","b"
262055194,"Male","bayaka","own_health","Others","health","a"
262055026,"Female","bandongo","own_health","Partner","health","a"
262055186,"Female","bayaka","own_health","Others","health","a"
262055270,"Female","bayaka","own_health","Me","health","c"
262055206,"Male","bayaka","own_health","Partner","health","d"
262091728,"Female","bandongo","own_health","Me","health","a"
262055036,"Female","bandongo","own_health","Together","health","b"
262055196,"Male","bayaka","own_health","Partner","health","b"
262054981,"Female","bandongo","own_health","Me","health","d"
262055265,"Female","bayaka","own_health","Me","health","b"
262055238,"Female","bayaka","own_health","Me","health","a"
262091614,"Female","bandongo","own_health","Partner","health","c"
262055079,"Female","bandongo","own_health","Partner","health","b"
262055164,"Male","bayaka","own_health","Partner","health","b"
262055191,"Female","bayaka","own_health","Partner","health","a"
262055184,"Female","bayaka","own_health","Others","health","a"
262054986,"Male","bandongo","own_health","Partner","health","b"
262055245,"Male","bayaka","own_health","Me","health","b"
262091607,"Female","bandongo","own_health","Me","health","c"
262055013,"Female","bandongo","own_health","Partner","health","b"
262055273,"Female","bayaka","own_health","Others","health","a"
262055204,"Female","bayaka","own_health","Together","health","b"
262055190,"Male","bayaka","own_health","Me","health","b"
262055029,"Female","bandongo","own_health","Together","health","b"
262091647,"Female","bandongo","own_health","Partner","health","c"
262055176,"Male","bayaka","own_health","Me","health","b"
262055181,"Male","bayaka","own_health","Me","health","b"
262091669,"Female","bandongo","own_health","Together","health","b"
262055275,"Female","bayaka","own_health","Others","health","b"
262054998,"Female","bandongo","own_health","Partner","health","c"
262055167,"Male","bayaka","own_health","Me","health","a"
262055202,"Male","bayaka","own_health","Partner","health","b"
262055205,"Male","bayaka","own_health","Others","health","b"
262055253,"Male","bayaka","econ_crops","Partner","subsistence_economy","b"
262055034,"Female","bandongo","econ_crops","Me","subsistence_economy","b"
262055231,"Female","bayaka","econ_crops","Me","subsistence_economy","a"
262055213,"Female","bayaka","econ_crops","Me","subsistence_economy","a"
262055283,"Female","bayaka","econ_crops","Me","subsistence_economy","b"
