"ind_id","Sex","Ethnicity","question","response","domain2","age"
262055260,"Female","bayaka","econ_crops","Me","subsistence_economy","d"
262091545,"Female","bandongo","econ_crops","Together","subsistence_economy","b"
262055174,"Female","bayaka","econ_crops","Me","subsistence_economy","d"
262055247,"Female","bayaka","econ_crops","Me","subsistence_economy","b"
262055170,"Male","bayaka","econ_crops","Together","subsistence_economy","d"
262055280,"Female","bayaka","econ_crops","Me","subsistence_economy","c"
262055084,"Female","bandongo","econ_crops","Partner","subsistence_economy","a"
262055187,"Female","bayaka","econ_crops","Me","subsistence_economy","c"
262054992,"Female","bandongo","econ_crops","Me","subsistence_economy","a"
262054988,"Female","bandongo","econ_crops","Others","subsistence_economy","a"
262055208,"Male","bayaka","econ_crops","Partner","subsistence_economy","b"
262055030,"Female","bandongo","econ_crops","Me","subsistence_economy","a"
262091598,"Female","bandongo","econ_crops","Me","subsistence_economy","b"
262055035,"Female","bandongo","econ_crops","Me","subsistence_economy","b"
262055203,"Female","bayaka","econ_crops","Together","subsistence_economy","b"
262055006,"Female","bandongo","econ_crops","Me","subsistence_economy","a"
262091585,"Female","bandongo","econ_crops","Me","subsistence_economy","b"
262091636,"Female","bandongo","econ_crops","Me","subsistence_economy","b"
262055081,"Female","bandongo","econ_crops","Me","subsistence_economy","b"
262055210,"Male","bayaka","econ_crops","Partner","subsistence_economy","a"
262055192,"Female","bayaka","econ_crops","Me","subsistence_economy","b"
262055211,"Female","bayaka","econ_crops","Me","subsistence_economy","a"
262091711,"Female","bandongo","econ_crops","Me","subsistence_economy","b"
262055066,"Female","bandongo","econ_crops","Together","subsistence_economy","d"
262091702,"Female","bandongo","econ_crops","Together","subsistence_economy","b"
262055165,"Male","bayaka","econ_crops","Partner","subsistence_economy","d"
262055212,"Male","bayaka","econ_crops","Partner","subsistence_economy","b"
262055267,"Female","bayaka","econ_crops","Me","subsistence_economy","a"
262055177,"Male","bayaka","econ_crops","Partner","subsistence_economy","b"
262055236,"Female","bayaka","econ_crops","Me","subsistence_economy","c"
262055242,"Female","bayaka","econ_crops","Others","subsistence_economy","a"
262091525,"Female","bandongo","econ_crops","Me","subsistence_economy","a"
262055189,"Female","bayaka","econ_crops","Others","subsistence_economy","b"
262055263,"Female","bayaka","econ_crops","Partner","subsistence_economy","c"
262055201,"Female","bayaka","econ_crops","Me","subsistence_economy","a"
262055209,"Female","bayaka","econ_crops","Me","subsistence_economy","c"
262054995,"Female","bandongo","econ_crops","Me","subsistence_economy","a"
262055250,"Female","bayaka","econ_crops","Together","subsistence_economy","b"
262055188,"Female","bayaka","econ_crops","Others","subsistence_economy","c"
262055197,"Female","bayaka","econ_crops","Me","subsistence_economy","b"
262055058,"Female","bandongo","econ_crops","Together","subsistence_economy","c"
262055061,"Female","bandongo","econ_crops","Me","subsistence_economy","a"
262055064,"Female","bandongo","econ_crops","Me","subsistence_economy","b"
262055083,"Female","bandongo","econ_crops","Me","subsistence_economy","d"
262055001,"Female","bandongo","econ_crops","Me","subsistence_economy","a"
262055085,"Female","bandongo","econ_crops","Together","subsistence_economy","a"
262055225,"Male","bayaka","econ_crops","Partner","subsistence_economy","c"
262055222,"Male","bayaka","econ_crops","Me","subsistence_economy","a"
262055200,"Female","bayaka","econ_crops","Me","subsistence_economy","a"
262055228,"Female","bayaka","econ_crops","Me","subsistence_economy","b"
262055207,"Female","bayaka","econ_crops","Me","subsistence_economy","c"
262055162,"Male","bayaka","econ_crops","Partner","subsistence_economy","a"
262055023,"Female","bandongo","econ_crops","Me","subsistence_economy","b"
262055218,"Male","bayaka","econ_crops","Together","subsistence_economy","b"
262055020,"Female","bandongo","econ_crops","Partner","subsistence_economy","b"
262055233,"Female","bayaka","econ_crops","Together","subsistence_economy","b"
262055276,"Female","bayaka","econ_crops","Me","subsistence_economy","d"
262055180,"Female","bayaka","econ_crops","Me","subsistence_economy","c"
262091684,"Female","bandongo","econ_crops","Me","subsistence_economy","b"
262055014,"Female","bandongo","econ_crops","Partner","subsistence_economy","c"
262055027,"Female","bandongo","econ_crops","Me","subsistence_economy","b"
262055199,"Male","bayaka","econ_crops","Partner","subsistence_economy","a"
262055198,"Male","bayaka","econ_crops","Me","subsistence_economy","a"
262055171,"Female","bayaka","econ_crops","Partner","subsistence_economy","c"
262055215,"Female","bayaka","econ_crops","Me","subsistence_economy","d"
262055195,"Male","bayaka","econ_crops","Partner","subsistence_economy","a"
262055010,"Female","bandongo","econ_crops","Me","subsistence_economy","b"
262055194,"Male","bayaka","econ_crops","Together","subsistence_economy","a"
262055026,"Female","bandongo","econ_crops","Partner","subsistence_economy","a"
262055186,"Female","bayaka","econ_crops","Others","subsistence_economy","a"
262055270,"Female","bayaka","econ_crops","Me","subsistence_economy","c"
262055206,"Male","bayaka","econ_crops","Me","subsistence_economy","d"
262091728,"Female","bandongo","econ_crops","Me","subsistence_economy","a"
262055036,"Female","bandongo","econ_crops","Together","subsistence_economy","b"
262055196,"Male","bayaka","econ_crops","Partner","subsistence_economy","b"
262054981,"Female","bandongo","econ_crops","Together","subsistence_economy","d"
262055265,"Female","bayaka","econ_crops","Partner","subsistence_economy","b"
262055238,"Female","bayaka","econ_crops","Me","subsistence_economy","a"
262091614,"Female","bandongo","econ_crops","Me","subsistence_economy","c"
262055079,"Female","bandongo","econ_crops","Me","subsistence_economy","b"
262055164,"Male","bayaka","econ_crops","Together","subsistence_economy","b"
262055191,"Female","bayaka","econ_crops","Partner","subsistence_economy","a"
262055184,"Female","bayaka","econ_crops","Others","subsistence_economy","a"
262054986,"Male","bandongo","econ_crops","Partner","subsistence_economy","b"
262055245,"Male","bayaka","econ_crops","Together","subsistence_economy","b"
262091607,"Female","bandongo","econ_crops","Me","subsistence_economy","c"
262055013,"Female","bandongo","econ_crops","Partner","subsistence_economy","b"
262055273,"Female","bayaka","econ_crops","Me","subsistence_economy","a"
262055204,"Female","bayaka","econ_crops","Me","subsistence_economy","b"
262055190,"Male","bayaka","econ_crops","Me","subsistence_economy","b"
262055029,"Female","bandongo","econ_crops","Me","subsistence_economy","b"
262091647,"Female","bandongo","econ_crops","Together","subsistence_economy","c"
262055176,"Male","bayaka","econ_crops","Partner","subsistence_economy","b"
262055181,"Male","bayaka","econ_crops","Partner","subsistence_economy","b"
262091669,"Female","bandongo","econ_crops","Me","subsistence_economy","b"
262055275,"Female","bayaka","econ_crops","Me","subsistence_economy","b"
262054998,"Female","bandongo","econ_crops","Me","subsistence_economy","c"
262055167,"Male","bayaka","econ_crops","Together","subsistence_economy","a"
262055202,"Male","bayaka","econ_crops","Partner","subsistence_economy","b"
262055205,"Male","bayaka","econ_crops","Me","subsistence_economy","b"
262055253,"Male","bayaka","econ_fish","Partner","subsistence_economy","b"
262055034,"Female","bandongo","econ_fish","Me","subsistence_economy","b"
262055231,"Female","bayaka","econ_fish","Me","subsistence_economy","a"
262055213,"Female","bayaka","econ_fish","Me","subsistence_economy","a"
262055283,"Female","bayaka","econ_fish","Me","subsistence_economy","b"
262055260,"Female","bayaka","econ_fish","Me","subsistence_economy","d"
262091545,"Female","bandongo","econ_fish","Together","subsistence_economy","b"
262055174,"Female","bayaka","econ_fish","Me","subsistence_economy","d"
262055247,"Female","bayaka","econ_fish","Me","subsistence_economy","b"
262055170,"Male","bayaka","econ_fish","Together","subsistence_economy","d"
262055280,"Female","bayaka","econ_fish","Me","subsistence_economy","c"
262055084,"Female","bandongo","econ_fish","Together","subsistence_economy","a"
262055187,"Female","bayaka","econ_fish","Me","subsistence_economy","c"
262054992,"Female","bandongo","econ_fish","Me","subsistence_economy","a"
262054988,"Female","bandongo","econ_fish","Others","subsistence_economy","a"
262055208,"Male","bayaka","econ_fish","Partner","subsistence_economy","b"
262055030,"Female","bandongo","econ_fish","Partner","subsistence_economy","a"
262091598,"Female","bandongo","econ_fish","Me","subsistence_economy","b"
262055035,"Female","bandongo","econ_fish","Me","subsistence_economy","b"
262055203,"Female","bayaka","econ_fish","Together","subsistence_economy","b"
262055006,"Female","bandongo","econ_fish","Me","subsistence_economy","a"
262091585,"Female","bandongo","econ_fish","Together","subsistence_economy","b"
262091636,"Female","bandongo","econ_fish","Together","subsistence_economy","b"
262055081,"Female","bandongo","econ_fish","Partner","subsistence_economy","b"
262055210,"Male","bayaka","econ_fish","Partner","subsistence_economy","a"
262055192,"Female","bayaka","econ_fish","Me","subsistence_economy","b"
262055211,"Female","bayaka","econ_fish","Me","subsistence_economy","a"
262091711,"Female","bandongo","econ_fish","Me","subsistence_economy","b"
262055066,"Female","bandongo","econ_fish","Together","subsistence_economy","d"
262091702,"Female","bandongo","econ_fish","Partner","subsistence_economy","b"
262055165,"Male","bayaka","econ_fish","Partner","subsistence_economy","d"
262055212,"Male","bayaka","econ_fish","Partner","subsistence_economy","b"
262055267,"Female","bayaka","econ_fish","Me","subsistence_economy","a"
262055177,"Male","bayaka","econ_fish","Partner","subsistence_economy","b"
262055236,"Female","bayaka","econ_fish","Me","subsistence_economy","c"
262055242,"Female","bayaka","econ_fish","Others","subsistence_economy","a"
262091525,"Female","bandongo","econ_fish","Me","subsistence_economy","a"
262055189,"Female","bayaka","econ_fish","Others","subsistence_economy","b"
262055263,"Female","bayaka","econ_fish","Partner","subsistence_economy","c"
262055201,"Female","bayaka","econ_fish","Me","subsistence_economy","a"
262055209,"Female","bayaka","econ_fish","Me","subsistence_economy","c"
262054995,"Female","bandongo","econ_fish","Partner","subsistence_economy","a"
262055250,"Female","bayaka","econ_fish","Me","subsistence_economy","b"
262055188,"Female","bayaka","econ_fish","Others","subsistence_economy","c"
262055197,"Female","bayaka","econ_fish","Me","subsistence_economy","b"
262055058,"Female","bandongo","econ_fish","Me","subsistence_economy","c"
262055061,"Female","bandongo","econ_fish","Together","subsistence_economy","a"
262055064,"Female","bandongo","econ_fish","Partner","subsistence_economy","b"
262055083,"Female","bandongo","econ_fish","Me","subsistence_economy","d"
262055001,"Female","bandongo","econ_fish","Together","subsistence_economy","a"
262055085,"Female","bandongo","econ_fish","Partner","subsistence_economy","a"
262055225,"Male","bayaka","econ_fish","Partner","subsistence_economy","c"
262055222,"Male","bayaka","econ_fish","Me","subsistence_economy","a"
262055200,"Female","bayaka","econ_fish","Me","subsistence_economy","a"
262055228,"Female","bayaka","econ_fish","Me","subsistence_economy","b"
262055207,"Female","bayaka","econ_fish","Me","subsistence_economy","c"
262055162,"Male","bayaka","econ_fish","Me","subsistence_economy","a"
262055023,"Female","bandongo","econ_fish","Together","subsistence_economy","b"
262055218,"Male","bayaka","econ_fish","Together","subsistence_economy","b"
262055020,"Female","bandongo","econ_fish","Me","subsistence_economy","b"
262055233,"Female","bayaka","econ_fish","Together","subsistence_economy","b"
262055276,"Female","bayaka","econ_fish","Me","subsistence_economy","d"
262055180,"Female","bayaka","econ_fish","Me","subsistence_economy","c"
262091684,"Female","bandongo","econ_fish","Together","subsistence_economy","b"
262055014,"Female","bandongo","econ_fish","Partner","subsistence_economy","c"
262055027,"Female","bandongo","econ_fish","Partner","subsistence_economy","b"
262055199,"Male","bayaka","econ_fish","Partner","subsistence_economy","a"
262055198,"Male","bayaka","econ_fish","Me","subsistence_economy","a"
262055171,"Female","bayaka","econ_fish","Partner","subsistence_economy","c"
262055215,"Female","bayaka","econ_fish","Me","subsistence_economy","d"
262055195,"Male","bayaka","econ_fish","Partner","subsistence_economy","a"
262055010,"Female","bandongo","econ_fish","Partner","subsistence_economy","b"
262055194,"Male","bayaka","econ_fish","Together","subsistence_economy","a"
262055026,"Female","bandongo","econ_fish","Me","subsistence_economy","a"
262055186,"Female","bayaka","econ_fish","Others","subsistence_economy","a"
262055270,"Female","bayaka","econ_fish","Me","subsistence_economy","c"
262055206,"Male","bayaka","econ_fish","Me","subsistence_economy","d"
262091728,"Female","bandongo","econ_fish","Partner","subsistence_economy","a"
262055036,"Female","bandongo","econ_fish","Partner","subsistence_economy","b"
262055196,"Male","bayaka","econ_fish","Partner","subsistence_economy","b"
262054981,"Female","bandongo","econ_fish","Partner","subsistence_economy","d"
262055265,"Female","bayaka","econ_fish","Partner","subsistence_economy","b"
262055238,"Female","bayaka","econ_fish","Me","subsistence_economy","a"
262091614,"Female","bandongo","econ_fish","Me","subsistence_economy","c"
262055079,"Female","bandongo","econ_fish","Me","subsistence_economy","b"
262055164,"Male","bayaka","econ_fish","Together","subsistence_economy","b"
262055191,"Female","bayaka","econ_fish","Me","subsistence_economy","a"
262055184,"Female","bayaka","econ_fish","Others","subsistence_economy","a"
262054986,"Male","bandongo","econ_fish","Me","subsistence_economy","b"
262055245,"Male","bayaka","econ_fish","Together","subsistence_economy","b"
262091607,"Female","bandongo","econ_fish","Together","subsistence_economy","c"
262055013,"Female","bandongo","econ_fish","Together","subsistence_economy","b"
262055273,"Female","bayaka","econ_fish","Me","subsistence_economy","a"
262055204,"Female","bayaka","econ_fish","Me","subsistence_economy","b"
262055190,"Male","bayaka","econ_fish","Together","subsistence_economy","b"
262055029,"Female","bandongo","econ_fish","Partner","subsistence_economy","b"
262091647,"Female","bandongo","econ_fish","Together","subsistence_economy","c"
262055176,"Male","bayaka","econ_fish","Partner","subsistence_economy","b"
262055181,"Male","bayaka","econ_fish","Partner","subsistence_economy","b"
262091669,"Female","bandongo","econ_fish","Partner","subsistence_economy","b"
262055275,"Female","bayaka","econ_fish","Me","subsistence_economy","b"
262054998,"Female","bandongo","econ_fish","Together","subsistence_economy","c"
262055167,"Male","bayaka","econ_fish","Together","subsistence_economy","a"
262055202,"Male","bayaka","econ_fish","Partner","subsistence_economy","b"
262055205,"Male","bayaka","econ_fish","Me","subsistence_economy","b"
262055253,"Male","bayaka","econ_meat","Me","subsistence_economy","b"
262055034,"Female","bandongo","econ_meat","Partner","subsistence_economy","b"
262055231,"Female","bayaka","econ_meat","Partner","subsistence_economy","a"
262055213,"Female","bayaka","econ_meat","Partner","subsistence_economy","a"
262055283,"Female","bayaka","econ_meat","Me","subsistence_economy","b"
262055260,"Female","bayaka","econ_meat","Me","subsistence_economy","d"
262091545,"Female","bandongo","econ_meat","Partner","subsistence_economy","b"
262055174,"Female","bayaka","econ_meat","Me","subsistence_economy","d"
262055247,"Female","bayaka","econ_meat","Me","subsistence_economy","b"
262055170,"Male","bayaka","econ_meat","Together","subsistence_economy","d"
262055280,"Female","bayaka","econ_meat","Partner","subsistence_economy","c"
262055084,"Female","bandongo","econ_meat","Partner","subsistence_economy","a"
262055187,"Female","bayaka","econ_meat","Me","subsistence_economy","c"
262054992,"Female","bandongo","econ_meat","Together","subsistence_economy","a"
262054988,"Female","bandongo","econ_meat","Others","subsistence_economy","a"
262055208,"Male","bayaka","econ_meat","Me","subsistence_economy","b"
262055030,"Female","bandongo","econ_meat","Partner","subsistence_economy","a"
262091598,"Female","bandongo","econ_meat","Me","subsistence_economy","b"
262055035,"Female","bandongo","econ_meat","Me","subsistence_economy","b"
262055203,"Female","bayaka","econ_meat","Together","subsistence_economy","b"
262055006,"Female","bandongo","econ_meat","Partner","subsistence_economy","a"
262091585,"Female","bandongo","econ_meat","Partner","subsistence_economy","b"
262091636,"Female","bandongo","econ_meat","Together","subsistence_economy","b"
262055081,"Female","bandongo","econ_meat","Together","subsistence_economy","b"
262055210,"Male","bayaka","econ_meat","Partner","subsistence_economy","a"
262055192,"Female","bayaka","econ_meat","Me","subsistence_economy","b"
262055211,"Female","bayaka","econ_meat","Partner","subsistence_economy","a"
262091711,"Female","bandongo","econ_meat","Me","subsistence_economy","b"
262055066,"Female","bandongo","econ_meat","Together","subsistence_economy","d"
262091702,"Female","bandongo","econ_meat","Partner","subsistence_economy","b"
262055165,"Male","bayaka","econ_meat","Partner","subsistence_economy","d"
262055212,"Male","bayaka","econ_meat","Me","subsistence_economy","b"
262055267,"Female","bayaka","econ_meat","Partner","subsistence_economy","a"
262055177,"Male","bayaka","econ_meat","Partner","subsistence_economy","b"
262055236,"Female","bayaka","econ_meat","Others","subsistence_economy","c"
262055242,"Female","bayaka","econ_meat","Others","subsistence_economy","a"
262091525,"Female","bandongo","econ_meat","Me","subsistence_economy","a"
262055189,"Female","bayaka","econ_meat","Others","subsistence_economy","b"
262055263,"Female","bayaka","econ_meat","Partner","subsistence_economy","c"
262055201,"Female","bayaka","econ_meat","Partner","subsistence_economy","a"
262055209,"Female","bayaka","econ_meat","Partner","subsistence_economy","c"
262054995,"Female","bandongo","econ_meat","Partner","subsistence_economy","a"
262055250,"Female","bayaka","econ_meat","Me","subsistence_economy","b"
262055188,"Female","bayaka","econ_meat","Others","subsistence_economy","c"
262055197,"Female","bayaka","econ_meat","Partner","subsistence_economy","b"
262055058,"Female","bandongo","econ_meat","Partner","subsistence_economy","c"
262055061,"Female","bandongo","econ_meat","Together","subsistence_economy","a"
262055064,"Female","bandongo","econ_meat","Partner","subsistence_economy","b"
262055083,"Female","bandongo","econ_meat","Me","subsistence_economy","d"
262055001,"Female","bandongo","econ_meat","Me","subsistence_economy","a"
262055085,"Female","bandongo","econ_meat","Partner","subsistence_economy","a"
262055225,"Male","bayaka","econ_meat","Me","subsistence_economy","c"
262055222,"Male","bayaka","econ_meat","Me","subsistence_economy","a"
262055200,"Female","bayaka","econ_meat","Me","subsistence_economy","a"
262055228,"Female","bayaka","econ_meat","Partner","subsistence_economy","b"
262055207,"Female","bayaka","econ_meat","Partner","subsistence_economy","c"
262055162,"Male","bayaka","econ_meat","Me","subsistence_economy","a"
262055023,"Female","bandongo","econ_meat","Partner","subsistence_economy","b"
262055218,"Male","bayaka","econ_meat","Me","subsistence_economy","b"
262055020,"Female","bandongo","econ_meat","Partner","subsistence_economy","b"
262055233,"Female","bayaka","econ_meat","Partner","subsistence_economy","b"
262055276,"Female","bayaka","econ_meat","Partner","subsistence_economy","d"
262055180,"Female","bayaka","econ_meat","Me","subsistence_economy","c"
262091684,"Female","bandongo","econ_meat","Together","subsistence_economy","b"
262055014,"Female","bandongo","econ_meat","Partner","subsistence_economy","c"
262055027,"Female","bandongo","econ_meat","Partner","subsistence_economy","b"
262055199,"Male","bayaka","econ_meat","Me","subsistence_economy","a"
262055198,"Male","bayaka","econ_meat","Me","subsistence_economy","a"
262055171,"Female","bayaka","econ_meat","Partner","subsistence_economy","c"
262055215,"Female","bayaka","econ_meat","Partner","subsistence_economy","d"
262055195,"Male","bayaka","econ_meat","Partner","subsistence_economy","a"
262055010,"Female","bandongo","econ_meat","Partner","subsistence_economy","b"
262055194,"Male","bayaka","econ_meat","Me","subsistence_economy","a"
262055026,"Female","bandongo","econ_meat","Me","subsistence_economy","a"
262055186,"Female","bayaka","econ_meat","Others","subsistence_economy","a"
262055270,"Female","bayaka","econ_meat","Me","subsistence_economy","c"
262055206,"Male","bayaka","econ_meat","Me","subsistence_economy","d"
262091728,"Female","bandongo","econ_meat","Partner","subsistence_economy","a"
262055036,"Female","bandongo","econ_meat","Together","subsistence_economy","b"
262055196,"Male","bayaka","econ_meat","Me","subsistence_economy","b"
262054981,"Female","bandongo","econ_meat","Partner","subsistence_economy","d"
262055265,"Female","bayaka","econ_meat","Partner","subsistence_economy","b"
262055238,"Female","bayaka","econ_meat","Partner","subsistence_economy","a"
262091614,"Female","bandongo","econ_meat","Me","subsistence_economy","c"
262055079,"Female","bandongo","econ_meat","Partner","subsistence_economy","b"
262055164,"Male","bayaka","econ_meat","Together","subsistence_economy","b"
262055191,"Female","bayaka","econ_meat","Me","subsistence_economy","a"
262055184,"Female","bayaka","econ_meat","Others","subsistence_economy","a"
262054986,"Male","bandongo","econ_meat","Me","subsistence_economy","b"
262055245,"Male","bayaka","econ_meat","Together","subsistence_economy","b"
262091607,"Female","bandongo","econ_meat","Together","subsistence_economy","c"
262055013,"Female","bandongo","econ_meat","Partner","subsistence_economy","b"
262055273,"Female","bayaka","econ_meat","Me","subsistence_economy","a"
262055204,"Female","bayaka","econ_meat","Me","subsistence_economy","b"
262055190,"Male","bayaka","econ_meat","Me","subsistence_economy","b"
262055029,"Female","bandongo","econ_meat","Partner","subsistence_economy","b"
262091647,"Female","bandongo","econ_meat","Partner","subsistence_economy","c"
262055176,"Male","bayaka","econ_meat","Me","subsistence_economy","b"
262055181,"Male","bayaka","econ_meat","Partner","subsistence_economy","b"
262091669,"Female","bandongo","econ_meat","Together","subsistence_economy","b"
262055275,"Female","bayaka","econ_meat","Me","subsistence_economy","b"
262054998,"Female","bandongo","econ_meat","Together","subsistence_economy","c"
262055167,"Male","bayaka","econ_meat","Together","subsistence_economy","a"
262055202,"Male","bayaka","econ_meat","Me","subsistence_economy","b"
262055205,"Male","bayaka","econ_meat","Me","subsistence_economy","b"
262055253,"Male","bayaka","food_share_own","Partner","food_sharing","b"
262055034,"Female","bandongo","food_share_own","Me","food_sharing","b"
262055231,"Female","bayaka","food_share_own","Me","food_sharing","a"
262055213,"Female","bayaka","food_share_own","Me","food_sharing","a"
262055283,"Female","bayaka","food_share_own","Me","food_sharing","b"
262055260,"Female","bayaka","food_share_own","Me","food_sharing","d"
262091545,"Female","bandongo","food_share_own","Me","food_sharing","b"
262055174,"Female","bayaka","food_share_own","Me","food_sharing","d"
262055247,"Female","bayaka","food_share_own","Me","food_sharing","b"
262055170,"Male","bayaka","food_share_own","Me","food_sharing","d"
262055280,"Female","bayaka","food_share_own","Me","food_sharing","c"
262055084,"Female","bandongo","food_share_own","Together","food_sharing","a"
262055187,"Female","bayaka","food_share_own","Me","food_sharing","c"
262054992,"Female","bandongo","food_share_own","Together","food_sharing","a"
262054988,"Female","bandongo","food_share_own","Me","food_sharing","a"
262055208,"Male","bayaka","food_share_own","Together","food_sharing","b"
262055030,"Female","bandongo","food_share_own","Me","food_sharing","a"
262091598,"Female","bandongo","food_share_own","Me","food_sharing","b"
262055035,"Female","bandongo","food_share_own","Me","food_sharing","b"
262055203,"Female","bayaka","food_share_own","Me","food_sharing","b"
262055006,"Female","bandongo","food_share_own","Me","food_sharing","a"
262091585,"Female","bandongo","food_share_own","Me","food_sharing","b"
262091636,"Female","bandongo","food_share_own","Me","food_sharing","b"
262055081,"Female","bandongo","food_share_own","Me","food_sharing","b"
262055210,"Male","bayaka","food_share_own","Partner","food_sharing","a"
262055192,"Female","bayaka","food_share_own","Me","food_sharing","b"
262055211,"Female","bayaka","food_share_own","Me","food_sharing","a"
262091711,"Female","bandongo","food_share_own","Me","food_sharing","b"
262055066,"Female","bandongo","food_share_own","Me","food_sharing","d"
262091702,"Female","bandongo","food_share_own","Me","food_sharing","b"
262055165,"Male","bayaka","food_share_own","Me","food_sharing","d"
262055212,"Male","bayaka","food_share_own","Partner","food_sharing","b"
262055267,"Female","bayaka","food_share_own","Me","food_sharing","a"
262055177,"Male","bayaka","food_share_own","Partner","food_sharing","b"
262055236,"Female","bayaka","food_share_own","Me","food_sharing","c"
262055242,"Female","bayaka","food_share_own","Others","food_sharing","a"
262091525,"Female","bandongo","food_share_own","Me","food_sharing","a"
262055189,"Female","bayaka","food_share_own","Me","food_sharing","b"
262055263,"Female","bayaka","food_share_own","Me","food_sharing","c"
262055201,"Female","bayaka","food_share_own","Me","food_sharing","a"
262055209,"Female","bayaka","food_share_own","Me","food_sharing","c"
262054995,"Female","bandongo","food_share_own","Partner","food_sharing","a"
262055250,"Female","bayaka","food_share_own","Me","food_sharing","b"
262055188,"Female","bayaka","food_share_own","Me","food_sharing","c"
262055197,"Female","bayaka","food_share_own","Me","food_sharing","b"
262055058,"Female","bandongo","food_share_own","Me","food_sharing","c"
262055061,"Female","bandongo","food_share_own","Me","food_sharing","a"
262055064,"Female","bandongo","food_share_own","Me","food_sharing","b"
262055083,"Female","bandongo","food_share_own","Me","food_sharing","d"
262055001,"Female","bandongo","food_share_own","Me","food_sharing","a"
262055085,"Female","bandongo","food_share_own","Me","food_sharing","a"
262055225,"Male","bayaka","food_share_own","Partner","food_sharing","c"
262055222,"Male","bayaka","food_share_own","Me","food_sharing","a"
262055200,"Female","bayaka","food_share_own","Me","food_sharing","a"
262055228,"Female","bayaka","food_share_own","Me","food_sharing","b"
262055207,"Female","bayaka","food_share_own","Me","food_sharing","c"
262055162,"Male","bayaka","food_share_own","Partner","food_sharing","a"
262055023,"Female","bandongo","food_share_own","Me","food_sharing","b"
262055218,"Male","bayaka","food_share_own","Partner","food_sharing","b"
262055020,"Female","bandongo","food_share_own","Me","food_sharing","b"
262055233,"Female","bayaka","food_share_own","Me","food_sharing","b"
262055276,"Female","bayaka","food_share_own","Me","food_sharing","d"
262055180,"Female","bayaka","food_share_own","Me","food_sharing","c"
262091684,"Female","bandongo","food_share_own","Me","food_sharing","b"
262055014,"Female","bandongo","food_share_own","Partner","food_sharing","c"
262055027,"Female","bandongo","food_share_own","Me","food_sharing","b"
262055199,"Male","bayaka","food_share_own","Partner","food_sharing","a"
262055198,"Male","bayaka","food_share_own","Partner","food_sharing","a"
262055171,"Female","bayaka","food_share_own","Me","food_sharing","c"
262055215,"Female","bayaka","food_share_own","Me","food_sharing","d"
262055195,"Male","bayaka","food_share_own","Partner","food_sharing","a"
262055010,"Female","bandongo","food_share_own","Me","food_sharing","b"
262055194,"Male","bayaka","food_share_own","Partner","food_sharing","a"
262055026,"Female","bandongo","food_share_own","Me","food_sharing","a"
262055186,"Female","bayaka","food_share_own","Others","food_sharing","a"
262055270,"Female","bayaka","food_share_own","Me","food_sharing","c"
262055206,"Male","bayaka","food_share_own","Me","food_sharing","d"
262091728,"Female","bandongo","food_share_own","Me","food_sharing","a"
262055036,"Female","bandongo","food_share_own","Me","food_sharing","b"
262055196,"Male","bayaka","food_share_own","Me","food_sharing","b"
262054981,"Female","bandongo","food_share_own","Me","food_sharing","d"
262055265,"Female","bayaka","food_share_own","Me","food_sharing","b"
262055238,"Female","bayaka","food_share_own","Me","food_sharing","a"
262091614,"Female","bandongo","food_share_own","Me","food_sharing","c"
262055079,"Female","bandongo","food_share_own","Me","food_sharing","b"
262055164,"Male","bayaka","food_share_own","Partner","food_sharing","b"
262055191,"Female","bayaka","food_share_own","Me","food_sharing","a"
262055184,"Female","bayaka","food_share_own","Others","food_sharing","a"
262054986,"Male","bandongo","food_share_own","Partner","food_sharing","b"
262055245,"Male","bayaka","food_share_own","Partner","food_sharing","b"
262091607,"Female","bandongo","food_share_own","Me","food_sharing","c"
262055013,"Female","bandongo","food_share_own","Me","food_sharing","b"
262055273,"Female","bayaka","food_share_own","Me","food_sharing","a"
262055204,"Female","bayaka","food_share_own","Me","food_sharing","b"
262055190,"Male","bayaka","food_share_own","Me","food_sharing","b"
262055029,"Female","bandongo","food_share_own","Me","food_sharing","b"
262091647,"Female","bandongo","food_share_own","Me","food_sharing","c"
262055176,"Male","bayaka","food_share_own","Me","food_sharing","b"
262055181,"Male","bayaka","food_share_own","Partner","food_sharing","b"
262091669,"Female","bandongo","food_share_own","Me","food_sharing","b"
262055275,"Female","bayaka","food_share_own","Others","food_sharing","b"
262054998,"Female","bandongo","food_share_own","Me","food_sharing","c"
262055167,"Male","bayaka","food_share_own","Me","food_sharing","a"
262055202,"Male","bayaka","food_share_own","Partner","food_sharing","b"
262055205,"Male","bayaka","food_share_own","Me","food_sharing","b"
262055253,"Male","bayaka","food_share_partner","Partner","food_sharing","b"
262055034,"Female","bandongo","food_share_partner","Together","food_sharing","b"
262055231,"Female","bayaka","food_share_partner","Me","food_sharing","a"
262055213,"Female","bayaka","food_share_partner","Partner","food_sharing","a"
262055283,"Female","bayaka","food_share_partner","Me","food_sharing","b"
262055260,"Female","bayaka","food_share_partner","Me","food_sharing","d"
262091545,"Female","bandongo","food_share_partner","Me","food_sharing","b"
262055174,"Female","bayaka","food_share_partner","Me","food_sharing","d"
262055247,"Female","bayaka","food_share_partner","Me","food_sharing","b"
262055170,"Male","bayaka","food_share_partner","Me","food_sharing","d"
262055280,"Female","bayaka","food_share_partner","Me","food_sharing","c"
